seed,aideen_backend,transformer_backend,transformer_impl,iso_data_unit,exp1_ai_best,exp1_tf_best,exp1_ai_tps,exp1_tf_tps,exp2_ai_best,exp2_tf_best,exp2_ai_tokens,exp2_tf_tokens,exp1_ai_updates,exp1_tf_updates,exp2_ai_updates,exp2_tf_updates,inf_ai_nll,inf_tf_nll,inf_ai_tps,inf_tf_tps
42,cpu,cpu,candle_gpt,updates,4.172570,3.128585,15814053.092,4238.393,4.171960,3.125975,46080,46080,390,390,360,360,4.172570,3.101703,1824.579,5074.140
