seed,exp1_ai_best,exp1_tf_best,exp1_ai_tps,exp1_tf_tps,exp2_ai_best,exp2_tf_best,exp2_ai_tokens,exp2_tf_tokens,inf_ai_nll,inf_tf_nll,inf_ai_tps,inf_tf_tps
42,3.573472,3.751745,315.627,11712.682,3.539655,3.971691,5920,5920,3.344911,3.422449,1602.038,19010.578
