seed,exp1_ai_best,exp1_tf_best,exp1_ai_tps,exp1_tf_tps,exp2_ai_best,exp2_tf_best,exp2_ai_tokens,exp2_tf_tokens,inf_ai_nll,inf_tf_nll,inf_ai_tps,inf_tf_tps
42,4.175170,3.754415,196.304,1997.759,4.173587,3.754611,1792,1792,4.175016,3.439235,1610.388,5960.462
