seed,exp1_ai_best,exp1_tf_best,exp1_ai_tps,exp1_tf_tps,exp2_ai_best,exp2_tf_best,exp2_ai_tokens,exp2_tf_tokens,inf_ai_nll,inf_tf_nll,inf_ai_tps,inf_tf_tps
42,3.957764,4.032133,898.737,2505.891,4.020413,3.962450,1568,1568,3.767415,3.709029,1599.185,5791.167
