seed,exp1_ai_best,exp1_tf_best,exp1_ai_tps,exp1_tf_tps,exp2_ai_best,exp2_tf_best,exp2_ai_tokens,exp2_tf_tokens,inf_ai_nll,inf_tf_nll,inf_ai_tps,inf_tf_tps
42,4.172648,4.032133,30216805.580,2386.387,4.174295,3.736899,4448,4448,4.173462,3.709029,1595.970,6121.785
