epoch,loss,lr,tps_epoch,tokens
0,6.235900,0.00010000,97.322,468
1,6.212400,0.00009485,107.878,468
2,6.192000,0.00007750,103.861,468
3,6.166300,0.00005500,97.344,468
4,6.152700,0.00003631,104.994,468
5,6.140400,0.00002412,104.287,468
6,6.135200,0.00001714,107.418,468
7,6.130400,0.00001000,94.838,468
8,6.125200,0.00001000,104.112,468
9,6.125000,0.00001000,104.243,468
10,6.118200,0.00001000,101.963,468
11,6.123400,0.00001000,96.679,468
