epoch,loss,lr,tps_epoch,tokens
0,10.799900,0.00010000,64.717,468
1,10.734000,0.00009485,79.645,468
2,10.714900,0.00007750,79.879,468
3,10.672600,0.00005500,73.574,468
4,10.681300,0.00003631,77.742,468
5,10.633900,0.00002412,82.324,468
6,10.629300,0.00001206,88.446,468
7,10.624600,0.00001206,83.550,468
8,10.636100,0.00001153,75.763,468
9,10.629800,0.00001000,76.966,468
10,10.599700,0.00001000,88.902,468
11,10.597400,0.00001000,81.095,468
