epoch,loss,lr,tps_epoch,tokens
0,6.202900,0.00010000,96.776,468
1,6.202900,0.00008947,15.921,468
2,6.176900,0.00006140,103.695,468
3,6.176900,0.00003070,14.921,468
4,6.204400,0.00002053,106.589,468
5,6.204400,0.00001373,14.804,468
6,6.192000,0.00001000,107.790,468
7,6.192000,0.00001000,14.878,468
