epoch,loss,lr,tps_epoch,tokens
0,10.849000,0.00010000,136.124,468
1,10.827500,0.00009485,155.336,468
2,10.777100,0.00007750,154.684,468
3,10.754200,0.00005500,159.977,468
4,10.739500,0.00003631,150.042,468
5,10.757800,0.00001815,147.091,468
6,10.753000,0.00001714,155.311,468
7,10.716300,0.00001343,154.538,468
8,10.735200,0.00001153,158.358,468
9,10.737400,0.00001061,157.948,468
10,10.708400,0.00001000,156.283,468
11,10.728800,0.00001000,158.868,468
