epoch,loss,lr,tps_epoch,tokens
0,10.793700,0.00010000,120.528,468
1,10.742900,0.00009485,147.000,468
2,10.730500,0.00007750,148.789,468
3,10.674700,0.00005500,149.137,468
4,10.660400,0.00003631,155.544,468
5,10.654800,0.00002412,155.493,468
6,10.647700,0.00001206,162.902,468
7,10.645900,0.00001206,165.495,468
8,10.641000,0.00001153,160.115,468
9,10.625700,0.00001000,156.314,468
10,10.622300,0.00001000,152.553,468
11,10.617000,0.00001000,149.817,468
