epoch,loss,lr,tps_epoch,tokens
0,3.804800,0.00010000,159.726,1898
1,3.655000,0.00009286,159.252,1898
2,3.544200,0.00007096,158.681,1898
3,3.480100,0.00004622,159.791,1898
4,3.441300,0.00002855,162.252,1898
5,3.420500,0.00001859,160.559,1898
6,3.400700,0.00001365,161.305,1898
7,3.389800,0.00001138,153.119,1898
8,3.380100,0.00001042,158.344,1898
9,3.369700,0.00001007,155.721,1898
